number,degradation_on_density_high_level_smells,degradation_on_density_low_level_smells,degradation_on_diversity_high_level_smells,degradation_on_diversity_low_level_smells
176,False,False,False,False
177,True,False,False,False
178,True,True,False,False
179,False,False,False,False
181,False,True,False,False
182,True,True,False,False
183,False,False,False,False
185,False,False,False,False
186,False,False,False,False
187,True,True,False,False
188,True,True,False,False
191,False,True,False,False
194,False,False,False,False
195,True,True,False,False
196,True,False,False,False
197,False,False,False,False
198,False,True,False,False
199,False,False,False,False
200,True,False,False,False
201,False,False,False,False
202,False,False,False,False
203,False,False,False,False
204,False,False,False,False
205,True,True,True,False
206,False,True,False,False
207,False,True,False,False
208,False,True,False,False
209,False,False,False,False
210,False,False,False,False
211,False,True,False,False
212,True,True,False,False
213,True,True,False,False
214,False,False,False,False
215,False,True,False,False
217,False,False,False,False
218,True,True,False,False
219,True,False,False,False
220,False,False,False,False
221,False,False,False,False
222,False,False,False,False
223,True,True,False,False
224,False,False,False,False
225,False,True,False,False
226,False,False,False,False
227,False,False,False,False
228,False,True,False,False
229,False,False,False,False
230,True,True,False,False
231,False,False,False,False
232,True,True,False,False
233,False,True,False,False
235,False,True,False,False
238,True,True,False,False
239,False,True,False,False
241,True,True,False,False
242,True,True,False,False
244,False,False,False,False
245,False,True,False,False
246,False,True,False,False
248,False,False,False,False
249,False,False,False,False
251,False,True,False,False
253,False,False,False,False
254,False,False,False,False
255,True,True,False,False
256,True,True,False,False
257,False,False,False,False
258,True,True,False,False
259,True,True,False,False
264,False,False,False,False
265,False,False,False,False
266,False,False,False,False
267,True,False,False,False
268,True,False,False,False
269,False,False,False,False
270,False,False,False,False
272,False,True,False,False
274,False,False,False,False
275,False,True,False,False
276,True,True,False,False
277,False,True,False,False
278,False,False,False,False
279,False,False,False,False
280,False,True,False,False
281,False,False,False,False
282,False,False,False,False
285,True,True,False,False
286,False,False,False,False
288,False,True,False,False
290,False,False,False,False
292,False,True,False,False
293,True,True,False,False
296,False,False,False,False
297,False,False,False,False
298,True,True,False,False
299,False,False,False,False
302,False,True,False,False
303,True,True,True,True
304,False,True,False,False
305,False,True,False,False
307,False,True,False,False
308,False,False,False,False
310,True,True,False,False
311,False,False,False,False
312,False,True,False,False
313,False,False,False,False
314,False,False,False,False
315,False,False,False,False
316,False,False,False,False
317,True,False,False,False
318,False,False,False,False
319,False,True,False,False
320,False,True,False,False
322,False,False,False,False
323,False,True,False,False
325,True,False,False,False
326,True,False,True,False
327,False,False,False,False
329,False,True,False,False
332,False,False,False,False
333,False,False,False,False
334,False,False,False,False
335,True,False,False,False
337,False,False,False,False
338,False,False,False,False
339,False,False,False,False
341,False,False,False,False
342,False,False,False,False
343,True,True,False,False
344,False,False,False,False
345,False,False,False,False
347,False,True,False,False
348,True,True,False,False
349,False,False,False,False
350,True,True,False,False
352,False,True,False,False
353,False,False,False,False
355,False,True,False,False
356,False,True,False,False
359,True,True,False,False
360,True,False,False,False
361,True,False,False,False
362,False,False,False,False
363,False,True,False,False
365,False,True,False,False
367,True,True,True,True
369,False,False,False,False
370,True,True,False,False
371,True,True,False,False
372,False,False,False,False
374,True,False,False,False
375,True,True,False,False
376,False,False,False,False
377,False,False,False,False
378,False,True,False,False
379,False,False,False,False
380,False,True,False,False
381,True,True,False,False
382,False,False,False,False
383,True,True,False,False
384,False,True,False,False
385,False,True,False,False
386,True,True,False,False
389,False,False,False,False
390,False,True,False,False
391,True,True,False,False
392,False,False,False,False
393,False,False,False,False
394,False,False,False,False
395,False,False,False,False
397,False,True,False,False
398,False,False,False,False
399,False,True,False,False
400,True,True,False,False
401,False,False,False,False
403,True,False,False,False
404,False,False,False,False
405,False,False,False,False
406,False,False,False,False
408,False,False,False,False
409,False,False,False,False
411,False,False,False,False
413,False,False,False,False
416,False,False,False,False
417,False,False,False,False
418,False,False,False,False
419,False,False,False,False
423,False,True,False,False
424,False,True,False,False
426,False,False,False,False
427,True,False,False,False
428,False,False,False,False
430,False,False,False,False
431,False,False,False,False
432,False,False,False,False
433,False,True,False,False
434,False,True,False,False
435,False,False,False,False
436,True,True,False,False
437,False,False,False,False
438,False,False,False,False
439,False,False,False,False
440,False,True,False,False
441,True,True,False,False
442,True,True,False,False
443,False,False,False,False
444,False,False,False,False
445,False,False,False,False
448,True,False,False,False
449,True,False,False,False
450,False,False,False,False
451,True,False,False,False
452,False,False,False,False
453,False,False,False,False
454,False,False,False,False
455,True,True,False,False
456,True,True,False,False
457,False,True,False,False
458,False,False,False,False
459,True,True,False,False
460,False,False,False,False
461,True,True,False,False
462,False,False,False,False
463,False,False,False,False
464,True,True,False,False
465,False,True,False,False
466,False,False,False,False
468,False,False,False,False
469,True,True,False,False
470,False,True,False,False
471,False,True,False,False
472,False,False,False,False
473,False,True,False,False
474,False,True,False,False
475,True,True,True,True
476,False,False,False,False
478,False,True,False,False
479,True,True,False,False
480,True,True,False,False
481,False,False,False,False
483,True,True,True,True
484,False,False,False,False
486,False,True,False,False
488,False,False,False,False
489,True,True,False,False
490,False,False,False,False
492,False,False,False,False
493,False,False,False,False
494,False,False,False,False
497,True,False,False,False
498,True,False,False,False
499,True,True,False,False
500,False,False,False,False
501,False,True,False,False
502,True,True,False,False
506,True,True,False,False
507,False,False,False,False
508,True,False,False,False
510,False,False,False,False
511,False,False,False,False
512,False,False,False,False
513,False,False,False,False
514,False,False,False,False
515,False,True,False,False
516,False,True,False,False
518,False,False,False,False
519,False,True,False,False
520,True,False,False,False
521,False,False,False,False
522,False,False,False,False
523,False,False,False,False
524,True,True,False,False
525,True,True,False,False
526,False,True,False,False
527,False,False,False,False
528,False,True,False,False
529,False,True,False,False
530,False,True,False,False
531,False,False,False,False
532,False,False,False,False
534,False,False,False,False
536,True,True,False,False
537,False,False,False,False
540,True,True,False,False
541,True,True,False,False
542,False,False,False,False
543,False,True,False,False
544,False,False,False,False
545,False,True,False,False
548,False,True,False,False
549,False,True,False,False
550,False,True,False,False
551,False,True,False,False
552,True,True,False,False
554,False,False,False,False
555,False,True,False,False
557,False,True,False,False
558,False,True,False,False
559,False,False,False,False
561,True,True,False,False
562,False,False,False,False
563,False,True,False,False
564,False,True,False,False
565,False,False,False,False
566,False,False,False,False
567,True,False,False,False
568,False,True,False,False
569,False,True,False,False
570,False,False,False,False
571,False,False,False,False
572,False,False,False,False
574,True,True,False,False
575,False,True,False,False
576,False,False,False,False
578,True,True,False,False
580,False,False,False,False
581,True,True,False,False
583,True,True,False,False
584,True,True,False,False
585,False,True,False,False
586,False,False,False,False
587,False,False,False,False
588,True,False,False,False
589,False,False,False,False
591,False,False,False,False
592,True,True,False,False
593,False,False,False,False
594,True,False,False,False
595,True,False,False,False
597,False,False,False,False
598,False,True,False,False
600,True,True,False,False
601,False,True,False,False
603,False,False,False,False
604,False,True,False,False
605,False,True,False,False
606,False,False,False,False
607,False,False,False,False
608,False,False,False,False
609,False,False,False,False
610,True,True,True,False
611,False,False,False,False
612,False,False,False,False
613,False,True,False,False
614,True,True,False,False
615,False,True,False,False
616,False,False,False,False
617,False,False,False,False
618,False,False,False,False
619,True,True,False,False
620,False,False,False,False
621,False,False,False,False
622,False,True,False,False
623,False,False,False,False
624,True,True,False,False
625,False,False,False,False
626,False,False,False,False
627,False,True,False,False
628,False,False,False,False
630,False,False,False,False
631,False,False,False,False
632,False,False,False,False
633,True,False,False,False
634,False,True,False,False
635,True,True,False,False
636,False,False,False,False
638,False,False,False,False
639,False,False,False,False
641,False,True,False,False
642,False,False,False,False
643,False,True,False,False
644,True,True,False,False
646,False,False,False,False
649,True,True,False,False
650,True,True,False,False
651,False,False,False,False
652,True,True,False,False
653,False,False,False,False
654,False,True,False,False
657,False,True,False,False
658,True,False,False,False
659,False,True,False,False
660,False,False,False,False
664,False,True,False,False
667,False,False,False,False
668,False,False,False,False
669,False,False,False,False
670,False,True,False,False
671,False,False,False,False
672,False,True,False,False
673,True,True,False,False
674,False,False,False,False
675,False,False,False,False
676,False,False,False,False
677,False,False,False,False
678,False,True,False,False
680,False,False,False,False
681,False,True,False,False
682,False,True,False,False
683,False,True,False,False
684,False,True,False,False
685,False,True,False,False
686,False,True,False,False
687,False,False,False,False
688,False,False,False,False
689,True,True,False,False
690,False,False,False,False
691,False,False,False,False
692,False,True,False,False
693,True,True,True,True
694,True,True,False,False
695,False,False,False,False
696,True,True,False,False
698,False,True,False,False
699,False,True,False,False
700,False,False,False,False
701,False,False,False,False
702,False,False,False,False
703,True,True,False,False
704,False,False,False,False
707,False,True,False,False
708,False,False,False,False
709,False,True,False,False
710,False,True,False,False
712,True,True,True,True
713,False,False,False,False
714,False,False,False,False
715,False,False,False,False
716,False,False,False,False
719,False,False,False,False
720,False,False,False,False
721,False,True,False,False
722,True,True,False,False
723,False,True,False,False
724,False,True,False,False
725,False,True,False,False
727,False,True,False,False
728,False,True,False,False
729,False,True,False,False
730,False,True,False,False
731,False,False,False,False
732,False,False,False,False
733,False,False,False,False
734,True,True,False,False
735,False,False,False,False
736,False,False,False,False
738,False,False,False,False
741,False,True,False,False
742,False,False,False,False
744,False,False,False,False
745,False,False,False,False
746,False,False,False,False
747,False,True,False,False
751,False,True,False,False
752,False,False,False,False
754,False,False,False,False
755,False,False,False,False
756,False,False,False,False
757,False,False,False,False
758,False,True,False,False
762,False,False,False,False
763,False,False,False,False
764,True,True,False,False
765,False,False,False,False
766,True,False,False,False
767,False,False,False,False
768,False,False,False,False
770,True,True,False,False
772,False,False,False,False
773,False,False,False,False
774,False,False,False,False
775,False,False,False,False
776,False,False,False,False
777,False,False,False,False
778,True,False,False,False
779,True,True,False,False
780,False,True,False,False
783,False,False,False,False
784,True,False,False,False
785,False,False,False,False
786,False,False,False,False
787,False,True,False,False
788,True,True,False,False
789,True,True,False,False
790,False,False,False,False
792,True,False,False,False
793,False,True,False,False
794,False,False,False,False
795,False,False,False,False
796,False,False,False,False
797,False,False,False,False
798,False,False,False,False
799,False,False,False,False
800,True,True,False,False
801,False,False,False,False
802,False,False,False,False
804,False,False,False,False
806,False,True,False,False
807,False,False,False,False
808,False,False,False,False
809,False,False,False,False
810,False,False,False,False
811,False,False,False,False
812,True,True,True,True
816,False,False,False,False
817,False,False,False,False
818,False,False,False,False
819,False,True,False,False
821,False,True,False,False
822,False,False,False,False
824,False,False,False,False
825,False,False,False,False
827,False,False,False,False
828,False,False,False,False
829,False,False,False,False
831,True,True,False,False
832,True,True,False,False
834,False,True,False,False
835,False,False,False,False
836,False,False,False,False
837,True,False,False,False
840,False,False,False,False
844,False,False,False,False
846,True,True,False,False
851,False,False,False,False
857,False,False,False,False
861,False,False,False,False
862,False,True,False,False
863,True,True,False,False
865,True,False,False,False
866,False,True,False,False
869,False,True,False,False
870,False,False,False,False
871,False,False,False,False
872,False,False,False,False
873,True,False,False,False
874,False,False,False,False
875,False,False,False,False
877,False,False,False,False
878,False,True,False,False
879,False,True,False,False
883,False,False,False,False
884,False,False,False,False
885,True,True,True,True
888,True,False,False,False
889,False,True,False,False
890,False,False,False,False
891,False,True,False,False
895,True,True,False,False
898,True,True,False,False
904,False,True,False,False
905,True,True,False,False
906,True,True,False,False
907,False,True,False,False
909,False,True,False,False
911,False,True,False,False
912,False,True,False,False
913,False,False,False,False
915,False,False,False,False
916,True,True,False,False
917,False,False,False,False
919,True,True,False,False
920,False,False,False,False
924,False,False,False,False
927,False,True,False,False
929,False,True,False,False
930,False,False,False,False
932,False,False,False,False
933,False,False,False,False
935,False,False,False,False
938,False,False,False,False
940,True,True,True,True
941,False,False,False,False
943,True,True,False,False
944,False,False,False,False
945,False,False,False,False
947,True,True,False,False
950,False,False,False,False
951,True,True,False,False
952,True,True,True,True
953,True,True,False,False
956,False,False,False,False
957,False,True,False,False
960,False,False,False,False
965,True,False,False,False
966,False,False,False,False
971,True,True,False,False
972,False,False,False,False
973,True,True,False,False
977,False,False,False,False
979,False,False,False,False
980,False,False,False,False
983,True,True,False,False
985,True,True,False,False
987,True,True,False,False
988,False,False,False,False
995,True,True,False,False
998,False,True,False,False
1000,False,False,False,False
1001,True,True,False,False
1002,False,True,False,False
1003,False,False,False,False
1004,False,True,False,False
1005,False,False,False,False
1006,False,False,False,False
1007,False,True,False,False
1008,True,True,False,False
1009,True,True,False,False
1014,False,True,False,False
1016,False,False,False,False
1017,True,False,False,False
1018,False,False,False,False
1022,False,False,False,False
1026,False,False,False,False
1028,True,True,False,False
1029,False,False,False,False
1030,False,False,False,False
1032,False,False,False,False
1034,False,False,False,False
1035,False,False,False,False
1036,True,True,False,False
1037,False,False,False,False
1038,False,False,False,False
1039,False,False,False,False
1040,False,False,False,False
1042,True,True,False,False
1046,True,True,False,False
1050,True,True,False,False
1054,False,True,False,False
1056,False,True,False,False
1061,False,True,False,False
1064,False,False,False,False
1065,False,True,False,False
1069,False,False,False,False
1075,False,False,False,False
1077,False,True,False,False
1078,False,False,False,False
1079,False,False,False,False
1080,False,False,False,False
1087,False,True,False,False
1088,True,True,False,False
1089,False,False,False,False
1090,False,True,False,False
1099,True,True,False,False
1100,False,False,False,False
1105,True,True,False,False
1108,False,True,False,False
1109,True,True,False,False
1115,False,False,False,False
1116,False,False,False,False
1121,False,False,False,False
1122,False,True,False,False
1125,True,True,False,False
1128,False,False,False,False
1129,False,True,False,False
1131,False,False,False,False
1132,False,False,False,False
1134,False,True,False,False
1136,True,False,False,False
1139,False,False,False,False
1140,False,False,False,False
1143,False,True,False,False
1145,False,True,False,False
1148,False,False,False,False
1149,False,False,False,False
1150,False,False,False,False
1151,False,True,False,False
1153,True,False,False,False
1154,False,False,False,False
1156,False,False,False,False
1158,False,False,False,False
1160,False,True,False,False
1162,False,False,False,False
1163,False,True,False,False
1165,False,False,False,False
1167,False,False,False,False
1168,False,True,False,False
1171,False,False,False,False
1172,True,True,False,False
1173,False,True,False,False
1174,True,True,False,False
1178,False,False,False,False
1179,False,True,False,False
1181,False,False,False,False
1185,False,False,False,False
1187,False,False,False,False
1190,False,False,False,False
1194,True,True,False,False
1197,False,True,False,False
1200,False,False,False,False
1201,True,True,False,False
1202,True,True,False,False
1203,False,False,False,False
1205,True,True,False,False
1206,True,True,False,False
1208,False,False,False,False
1210,False,False,False,False
1211,False,True,False,False
1213,False,False,False,False
1215,False,False,False,False
1216,False,True,False,False
1218,False,False,False,False
1219,False,False,False,False
1223,False,True,False,False
1224,True,True,True,True
1225,False,True,False,False
1226,False,False,False,False
1227,False,False,False,False
1230,False,False,False,False
1231,False,False,False,False
1232,True,False,False,False
1233,False,False,False,False
1234,False,False,False,False
1236,False,False,False,False
1237,False,True,False,False
1238,False,True,False,False
1239,False,True,False,False
1240,False,False,False,False
1242,False,False,False,False
1243,False,False,False,False
1245,False,False,False,False
1247,False,False,False,False
1248,True,True,False,False
1249,False,False,False,False
1250,False,True,False,False
1252,False,True,False,False
1253,False,False,False,False
1254,False,True,False,False
1255,False,True,False,False
1256,False,True,False,False
1257,False,True,False,False
1258,False,False,False,False
1259,False,False,False,False
1260,False,True,False,False
1261,False,False,False,False
1263,False,True,False,False
1267,False,True,False,False
1268,False,False,False,False
1269,False,False,False,False
1271,True,False,False,False
1272,False,False,False,False
1273,False,True,False,False
1274,True,False,False,False
1275,False,False,False,False
1276,False,False,False,False
1279,False,False,False,False
1280,True,True,True,True
1281,False,False,False,False
1282,False,False,False,False
1287,False,False,False,False
1289,False,False,False,False
1290,False,False,False,False
1293,False,False,False,False
1294,False,False,False,False
1296,False,True,False,False
1297,False,False,False,False
1302,True,True,True,True
1303,False,False,False,False
1305,False,False,False,False
1306,True,False,False,False
1309,True,True,False,False
1310,True,True,False,False
1314,False,True,False,False
1316,True,True,False,False
1317,True,True,True,True
1319,True,True,False,False
1320,False,False,False,False
1321,False,False,False,False
1322,False,False,False,False
1324,False,True,False,False
1325,False,False,False,False
1326,False,False,False,False
1327,False,False,False,False
1328,False,False,False,False
1329,False,False,False,False
1333,False,True,False,False
1334,True,False,False,False
1335,False,False,False,False
1336,True,False,False,False
1337,False,True,False,False
1338,False,False,False,False
1339,False,False,False,False
1340,False,False,False,False
1341,False,False,False,False
1342,True,True,False,False
1345,False,False,False,False
1346,False,False,False,False
1348,False,True,False,False
1351,False,True,False,False
1353,False,False,False,False
1354,False,True,False,False
1355,False,True,False,False
1358,True,True,False,False
1359,False,False,False,False
1362,False,True,False,False
1363,False,True,False,False
1364,False,False,False,False
1365,False,False,False,False
1366,False,False,False,False
1368,False,True,False,False
1369,True,True,False,False
1374,True,True,False,False
1375,False,True,False,False
1378,True,True,False,False
1379,False,False,False,False
1381,False,True,False,False
1383,False,False,False,False
1385,False,False,False,False
1386,False,False,False,False
1387,False,False,False,False
1388,False,False,False,False
1389,False,False,False,False
1390,False,False,False,False
1391,False,False,False,False
1392,False,False,False,False
1393,True,True,False,False
1394,False,False,False,False
1395,False,False,False,False
1397,False,False,False,False
1398,False,False,False,False
1399,False,True,False,False
1400,True,True,False,False
1405,False,True,False,False
1406,True,True,False,False
1417,False,False,False,False
1420,False,True,False,False
1421,False,False,False,False
1422,False,False,False,False
1423,True,False,False,False
1424,False,True,False,False
1427,False,False,False,False
1428,False,False,False,False
1429,False,False,False,False
1432,False,False,False,False
1440,False,False,False,False
1441,False,True,False,False
1447,True,True,True,True
1448,False,True,False,False
1449,False,False,False,False
1452,True,True,True,True
1455,False,False,False,False
1458,False,False,False,False
1459,False,False,False,False
1465,True,True,True,True
1466,False,True,False,False
1468,True,True,False,False
1469,False,False,False,False
1470,True,True,True,True
1477,False,True,False,False
1480,False,False,False,False
1481,False,False,False,False
1483,True,True,True,True
1484,False,True,False,False
1485,False,False,False,False
1486,False,False,False,False
1487,False,False,False,False
1488,True,True,False,False
1489,False,True,False,False
1490,False,False,False,False
1492,False,False,False,False
1494,False,False,False,False
1495,False,False,False,False
1496,False,False,False,False
1499,True,True,True,True
1503,False,False,False,False
1505,False,False,False,False
1506,True,True,False,False
1507,False,False,False,False
1509,False,True,False,False
1510,False,False,False,False
1511,False,False,False,False
1512,False,False,False,False
1513,False,True,False,False
1516,True,True,False,False
1519,True,True,False,False
1521,True,True,False,False
1522,True,True,True,True
1528,False,False,False,False
1529,False,False,False,False
1531,True,True,False,False
1537,True,True,True,True
1539,True,True,False,False
1543,False,False,False,False
1546,True,True,False,False
1550,False,True,False,False
1552,False,True,False,False
1553,False,False,False,False
1556,True,True,False,False
1558,False,True,False,False
1559,False,False,False,False
1560,False,True,False,False
1561,True,True,False,False
1563,False,False,False,False
1564,False,True,False,False
1565,True,False,False,False
1566,False,True,False,False
1567,False,False,False,False
1568,False,False,False,False
1569,False,False,False,False
1572,False,False,False,False
1573,False,False,False,False
1574,False,False,False,False
1575,False,False,False,False
1576,False,False,False,False
1578,False,False,False,False
1579,False,False,False,False
1580,False,True,False,False
1581,True,True,False,False
1582,False,True,False,False
1588,False,False,False,False
1590,True,True,False,False
1592,True,True,False,False
1597,False,False,False,False
1598,False,False,False,False
1599,False,False,False,False
1602,False,False,False,False
1603,False,False,False,False
1606,False,False,False,False
1607,False,False,False,False
1610,False,False,False,False
1613,False,False,False,False
1615,False,False,False,False
1617,False,True,False,False
1618,False,False,False,False
1623,True,True,False,False
1624,False,False,False,False
1625,False,True,False,False
1626,False,True,False,False
1629,False,False,False,False
1630,True,False,False,False
1633,False,True,False,False
1639,False,True,False,False
1641,False,False,False,False
1643,False,True,False,False
1645,True,False,False,False
1646,False,False,False,False
1647,False,False,False,False
1649,False,False,False,False
1650,False,False,False,False
1651,True,True,False,False
1656,False,False,False,False
1657,True,True,False,False
1660,False,False,False,False
1661,True,False,False,False
1665,False,False,False,False
1666,True,False,False,False
1667,False,True,False,False
1668,True,True,False,False
1670,True,True,True,True
1671,False,False,False,False
1672,False,False,False,False
1674,False,False,False,False
1675,False,False,False,False
1677,True,False,False,False
1678,False,False,False,False
1679,False,True,False,False
1681,False,False,False,False
1683,False,True,False,False
1684,False,False,False,False
1686,False,False,False,False
1687,True,True,False,False
1688,False,False,False,False
1691,False,False,False,False
1692,True,False,False,False
1693,False,False,False,False
1695,True,False,False,False
1697,True,True,False,False
1698,False,True,False,False
1700,True,True,True,True
1701,True,True,False,False
1702,False,False,False,False
1705,True,True,False,False
1707,False,False,False,False
1708,True,True,True,True
1710,False,True,False,False
1714,False,False,False,False
1715,False,False,False,False
1716,False,False,False,False
1717,False,False,False,False
1719,False,False,False,False
1725,False,True,False,False
1726,False,True,False,False
1729,False,False,False,False
1730,True,True,False,False
1733,True,False,False,False
1735,True,True,False,False
1736,True,True,False,False
1737,False,False,False,False
1738,False,False,False,False
1739,False,True,False,False
1740,False,True,False,False
1741,False,False,False,False
1743,False,False,False,False
1745,True,True,True,True
1746,False,False,False,False
1747,True,True,True,True
1748,False,True,False,False
1751,False,True,False,False
1752,False,False,False,False
1753,False,False,False,False
1754,False,False,False,False
1755,False,False,False,False
1756,False,False,False,False
1757,True,True,True,True
1758,False,False,False,False
1759,False,False,False,False
1761,False,False,False,False
1762,True,True,False,False
1764,False,False,False,False
1765,True,True,False,False
1766,False,True,False,False
1767,False,False,False,False
1769,False,True,False,False
1770,True,True,False,False
1772,True,True,True,True
1773,False,True,False,False
1774,False,True,False,False
1775,False,False,False,False
1776,False,False,False,False
1777,False,False,False,False
1778,False,True,False,False
1779,False,False,False,False
1780,False,False,False,False
1781,False,False,False,False
1783,True,True,True,True
1784,False,False,False,False
1785,True,True,False,False
1789,False,True,False,False
1791,False,False,False,False
1792,False,True,False,False
1793,False,False,False,False
1795,False,True,False,False
1796,False,False,False,False
1797,False,False,False,False
1798,False,True,False,False
1799,False,False,False,False
1801,False,True,False,False
1805,False,False,False,False
1806,False,True,False,False
1807,True,False,False,False
1808,False,False,False,False
1811,False,False,False,False
1813,False,False,False,False
1815,False,True,False,False
1818,False,False,False,False
1819,False,False,False,False
1820,False,False,False,False
1821,False,False,False,False
1822,False,False,False,False
1824,False,False,False,False
1825,True,False,False,False
1826,False,False,False,False
1827,False,True,False,False
1831,True,True,False,False
1836,False,True,False,False
1838,False,False,False,False
1839,True,True,False,False
1844,True,True,False,False
1845,False,True,False,False
1846,True,False,False,False
1847,False,True,False,False
1849,True,True,True,True
1850,False,False,False,False
1858,False,False,False,False
1859,True,True,False,False
1860,True,True,False,False
1861,False,False,False,False
1862,False,True,False,False
1867,False,False,False,False
1868,False,True,False,False
1869,False,False,False,False
1870,False,False,False,False
1872,False,False,False,False
1875,False,False,False,False
1876,True,True,False,False
1877,False,False,False,False
1878,False,False,False,False
1879,False,False,False,False
1883,False,False,False,False
1884,False,False,False,False
1887,False,False,False,False
1888,False,False,False,False
1889,True,False,False,False
1890,False,False,False,False
1892,True,True,False,False
1896,False,False,False,False
1899,True,True,False,False
1905,False,True,False,False
1909,False,True,False,False
1915,False,True,False,False
1918,False,True,False,False
1919,False,False,False,False
1926,False,False,False,False
1927,True,True,False,False
1929,False,False,False,False
1930,False,False,False,False
1933,False,True,False,False
1935,False,False,False,False
1942,False,False,False,False
1945,False,True,False,False
1946,False,False,False,False
1951,False,False,False,False
1952,False,False,False,False
1954,False,False,False,False
1964,False,False,False,False
1966,False,False,False,False
1968,False,False,False,False
1969,False,True,False,False
1973,True,False,False,False
1978,False,True,False,False
1980,False,False,False,False
1986,True,True,False,False
1987,False,False,False,False
1992,False,False,False,False
1994,True,True,False,False
1997,False,False,False,False
1999,True,True,False,False
2000,False,True,False,False
2002,False,True,False,False
2003,False,True,False,False
2004,False,False,False,False
2006,True,True,False,False
2009,False,False,False,False
2015,False,False,False,False
2018,False,True,False,False
2021,True,True,False,False
2025,False,False,False,False
2034,True,False,False,False
2038,False,True,False,False
2041,False,False,False,False
2043,False,False,False,False
2044,False,False,False,False
2045,False,False,False,False
2046,False,False,False,False
2048,False,False,False,False
2053,False,False,False,False
2055,False,False,False,False
2056,False,False,False,False
2057,True,True,False,False
2062,False,False,False,False
2068,False,False,False,False
2073,False,True,False,False
2079,False,False,False,False
2082,True,True,True,True
2083,True,True,False,False
2087,True,False,False,False
2088,False,False,False,False
2089,False,False,False,False
2090,False,False,False,False
2092,False,False,False,False
2094,False,False,False,False
2097,True,True,False,False
2098,True,True,True,True
2101,True,True,False,False
2103,True,True,False,False
2105,True,True,True,True
2113,False,False,False,False
2114,True,True,False,False
2117,False,True,False,False
2119,False,False,False,False
2121,False,True,False,False
2123,False,False,False,False
2124,False,False,False,False
2127,False,False,False,False
2138,False,False,False,False
2139,False,False,False,False
2140,False,False,False,False
2141,False,True,False,False
2143,False,False,False,False
2144,True,True,False,False
2145,False,False,False,False
2147,False,False,False,False
2151,False,False,False,False
2152,False,False,False,False
2153,False,False,False,False
2155,False,False,False,False
2156,False,False,False,False
2157,True,True,False,False
2159,True,True,True,True
2160,False,True,False,False
2162,False,False,False,False
2163,False,False,False,False
