number,degradation_on_density_high_level_smells,degradation_on_density_low_level_smells,degradation_on_diversity_high_level_smells,degradation_on_diversity_low_level_smells
245,True,True,False,True
246,True,True,False,True
247,False,False,False,False
248,True,True,False,True
249,True,True,False,False
250,True,False,False,False
252,True,True,False,False
253,False,False,False,False
254,True,True,False,True
255,False,False,False,False
256,True,False,False,False
257,True,True,False,False
258,True,True,False,False
259,True,True,False,False
262,True,True,False,False
263,True,True,False,False
264,True,False,False,False
265,False,False,False,False
266,False,False,False,False
267,True,True,False,True
268,False,True,False,False
269,False,False,False,False
271,False,True,False,False
272,True,False,False,False
273,False,True,False,False
274,True,True,False,False
275,False,False,False,False
279,False,False,False,False
280,False,False,False,False
281,True,True,False,False
284,False,True,False,False
285,False,False,False,False
287,True,True,False,False
288,True,True,False,False
290,True,False,False,False
302,False,False,False,False
303,True,True,False,True
305,False,False,False,False
308,False,False,False,False
309,False,False,False,False
311,False,False,False,False
312,False,False,False,False
314,True,False,False,False
315,False,False,False,False
316,False,True,False,False
318,True,True,False,False
321,False,False,False,False
322,False,False,False,False
323,True,False,True,False
324,False,False,False,False
325,True,False,False,False
330,False,False,False,False
331,True,True,False,False
332,False,False,False,False
341,False,False,False,False
343,True,True,False,False
344,False,False,False,False
345,False,True,False,False
346,False,False,False,False
347,False,False,False,False
348,False,False,False,False
349,True,True,False,False
350,True,True,False,False
351,True,True,False,False
352,False,True,False,False
353,False,True,False,False
354,True,True,False,False
355,True,True,False,False
356,False,False,False,False
357,True,True,False,False
361,True,True,True,False
362,True,True,False,False
363,True,True,False,False
364,False,False,False,False
365,True,True,False,False
366,True,True,False,False
367,True,True,False,False
368,True,True,False,False
369,True,False,False,False
370,False,False,False,False
371,True,True,False,False
373,False,False,False,False
374,True,False,False,False
375,True,False,False,False
376,True,True,True,False
377,True,False,False,False
378,True,True,False,False
379,False,True,False,False
380,True,False,False,False
381,False,False,False,False
382,False,False,False,False
385,True,True,False,False
389,False,False,False,False
390,True,True,False,False
391,False,False,False,False
393,True,True,False,False
394,False,False,False,False
396,True,True,False,False
397,True,True,False,False
398,True,True,False,False
399,True,True,False,False
400,False,False,False,False
401,True,True,False,False
402,False,False,False,False
403,True,True,False,False
407,True,True,False,False
408,False,False,False,False
409,True,True,False,False
410,False,False,False,False
411,False,False,False,False
413,False,True,False,False
414,True,True,False,False
415,False,False,False,False
416,False,False,False,False
420,False,False,False,False
422,True,True,False,False
424,False,True,False,False
425,True,True,False,False
426,False,True,False,False
430,False,True,False,False
432,False,False,False,False
433,True,True,False,False
434,True,True,False,False
435,False,False,False,False
437,True,True,False,False
438,False,False,False,False
441,False,True,False,False
443,False,True,False,False
447,False,False,False,False
449,False,False,False,False
450,True,True,False,False
452,False,False,False,False
453,True,True,False,False
455,True,True,False,False
457,True,True,False,False
458,True,True,False,False
459,True,False,False,False
460,True,True,False,False
463,False,True,False,False
465,False,False,False,False
466,False,False,False,False
467,True,True,False,False
470,True,True,False,False
471,False,False,False,False
472,True,True,False,False
473,False,False,False,False
474,False,False,False,False
475,False,False,False,False
476,False,False,False,False
477,False,False,False,False
478,True,True,False,False
479,True,False,False,False
480,False,False,False,False
481,True,True,False,False
483,True,False,False,False
486,True,True,False,False
492,False,True,False,False
496,False,False,False,False
497,True,True,False,False
499,False,False,False,False
501,True,True,False,False
502,False,True,False,False
503,False,False,False,False
506,True,True,False,False
507,True,True,False,False
508,False,False,False,False
510,True,True,False,False
512,True,True,False,False
513,True,True,False,False
514,True,True,False,False
516,True,True,False,False
518,True,True,False,False
520,True,True,False,False
522,False,False,False,False
525,False,True,False,False
526,True,True,False,False
527,False,True,False,False
529,False,False,False,False
531,False,False,False,False
533,True,True,False,False
535,True,True,False,False
537,True,True,False,False
539,True,False,False,False
541,True,True,False,False
545,False,False,False,False
555,False,False,False,False
560,False,False,False,False
561,True,True,False,False
562,False,False,False,False
563,True,True,False,False
565,True,True,False,False
567,True,True,False,False
568,False,True,False,False
569,False,False,False,False
571,True,True,False,False
572,True,True,False,False
573,False,True,False,False
574,False,False,False,False
575,True,True,False,False
576,True,True,False,False
586,False,True,False,False
587,False,False,False,False
593,True,False,False,False
594,False,True,False,False
596,False,True,False,False
597,True,True,False,False
598,True,True,False,False
599,True,True,False,False
600,False,True,False,False
602,True,True,False,False
604,True,True,False,False
607,False,False,False,False
609,True,True,False,False
612,True,True,False,False
615,False,False,False,False
616,False,True,False,False
617,False,False,False,False
619,True,True,False,False
621,False,True,False,False
626,True,True,False,False
628,False,False,False,False
631,False,False,False,False
633,False,False,False,False
635,True,True,False,False
638,True,True,False,False
639,False,False,False,False
651,False,True,False,False
652,False,True,False,False
657,True,True,False,False
659,False,False,False,False
661,True,False,False,False
664,True,False,False,False
667,True,True,False,False
669,False,False,False,False
670,False,False,False,False
688,True,True,False,False
689,False,False,False,False
690,False,False,False,False
691,False,False,False,False
693,False,False,False,False
694,False,False,False,False
697,True,True,False,False
698,True,True,False,False
699,True,True,False,False
700,True,True,False,False
701,False,True,False,False
703,False,False,False,False
705,False,False,False,False
707,True,True,False,False
708,False,True,False,False
709,False,False,False,False
710,False,False,False,False
712,True,True,False,False
714,False,False,False,False
715,False,False,False,False
717,False,False,False,False
718,False,True,False,False
720,False,False,False,False
723,False,False,False,False
724,False,True,False,False
725,False,False,False,False
727,False,True,False,False
730,False,True,False,False
731,False,False,False,False
732,False,False,False,False
733,True,True,False,False
734,True,True,False,False
735,True,True,False,False
736,True,True,False,False
738,False,False,False,False
739,True,True,False,False
740,True,True,False,False
741,True,True,False,False
742,False,False,False,False
745,False,True,False,False
749,False,False,False,False
751,False,False,False,False
752,True,True,False,False
755,False,False,False,False
760,True,True,False,False
762,False,False,False,False
763,False,False,False,False
765,False,False,False,False
767,False,True,False,False
770,True,True,False,False
774,True,True,False,False
777,False,False,False,False
778,True,False,False,False
780,False,False,False,False
781,False,False,False,False
783,True,False,False,False
784,True,True,False,False
785,True,True,False,False
786,False,False,False,False
787,False,False,False,False
788,False,False,False,False
790,False,False,False,False
791,False,False,False,False
793,True,True,False,False
796,True,False,False,False
797,False,False,False,False
805,True,True,False,False
812,False,False,False,False
814,False,True,False,False
816,False,False,False,False
817,False,False,False,False
818,False,False,False,False
819,False,True,False,False
820,False,False,False,False
821,False,False,False,False
822,True,False,False,False
824,False,False,False,False
826,False,False,False,False
827,False,False,False,False
828,True,True,False,False
829,False,False,False,False
832,False,False,False,False
833,False,True,False,False
834,False,False,False,False
835,True,True,False,False
836,False,True,False,False
837,False,False,False,False
838,True,True,False,False
839,False,False,False,False
841,True,False,False,False
842,False,True,False,False
843,False,True,False,False
845,False,False,False,False
846,False,False,False,False
847,True,True,False,False
849,False,False,False,False
851,True,True,False,False
852,False,True,False,False
853,False,True,False,False
854,False,False,False,False
855,False,False,False,False
857,False,False,False,False
859,False,False,False,False
860,False,False,False,False
861,True,True,False,False
862,False,False,False,False
863,False,False,False,False
864,True,True,False,False
866,True,False,False,False
869,True,True,False,False
870,False,False,False,False
874,False,False,False,False
876,False,False,False,False
877,False,False,False,False
878,False,False,False,False
880,False,False,False,False
881,False,True,False,False
883,True,True,False,False
885,True,True,False,False
887,False,False,False,False
888,True,True,False,False
890,True,True,False,False
891,True,True,False,False
892,True,True,False,False
893,False,False,False,False
894,False,False,False,False
895,False,False,False,False
896,False,True,False,False
898,False,False,False,False
901,False,True,False,False
902,False,False,False,False
903,False,False,False,False
904,False,True,False,False
905,False,False,False,False
909,False,False,False,False
910,False,False,False,False
918,False,False,False,False
919,False,True,False,False
920,False,False,False,False
922,True,True,False,False
923,True,True,False,False
924,False,False,False,False
925,False,False,False,False
926,False,False,False,False
927,False,False,False,False
928,False,True,False,False
929,False,False,False,False
930,True,True,False,False
931,False,False,False,False
933,True,False,False,False
934,False,True,False,False
936,True,True,False,False
938,True,True,False,False
940,False,True,False,False
942,True,True,False,False
944,False,False,False,False
945,False,True,False,False
948,True,False,False,False
950,False,False,False,False
952,False,False,False,False
953,False,True,False,False
955,False,False,False,False
956,False,False,False,False
958,False,True,False,False
959,True,False,False,False
960,False,False,False,False
962,True,True,False,False
963,True,False,False,False
964,False,True,False,False
965,True,True,False,False
966,False,False,False,False
967,False,False,False,False
970,False,False,False,False
972,True,True,False,False
973,False,True,False,False
974,True,False,False,False
975,False,False,False,False
976,False,False,False,False
977,False,False,False,False
982,True,True,False,False
984,False,True,False,False
986,False,False,False,False
987,False,False,False,False
988,True,True,False,False
990,True,True,False,False
991,False,False,False,False
993,True,False,False,False
995,False,False,False,False
996,False,False,False,False
999,True,True,False,False
1003,False,False,False,False
1005,False,False,False,False
1009,True,True,False,False
1010,False,True,False,False
1012,False,False,False,False
1015,False,False,False,False
1019,False,True,False,False
1020,False,False,False,False
1021,False,True,False,False
1027,True,True,False,False
1030,True,False,False,False
1031,False,False,False,False
1033,True,True,False,False
1035,False,False,False,False
1036,False,False,False,False
1038,False,False,False,False
1040,True,True,False,False
1042,False,False,False,False
1047,True,False,False,False
1048,False,False,False,False
1049,False,True,False,False
1050,True,True,False,False
1051,False,False,False,False
1052,False,False,False,False
1053,False,False,False,False
1055,False,False,False,False
1056,False,False,False,False
1057,False,False,False,False
1058,False,False,False,False
1061,False,False,False,False
1062,False,False,False,False
1063,False,True,False,False
1064,True,False,False,False
1065,False,False,False,False
1066,False,False,False,False
1068,False,True,False,False
1069,True,False,False,False
1070,False,False,False,False
1071,True,False,False,False
1072,False,False,False,False
1073,False,True,False,False
1074,True,True,False,False
1079,False,True,False,False
1080,False,False,False,False
1081,True,False,False,False
1083,False,False,False,False
1084,False,False,False,False
1085,False,True,False,False
1086,False,False,False,False
1087,False,False,False,False
1088,True,False,False,False
1089,False,True,False,False
1091,False,True,False,False
1092,False,False,False,False
1094,False,True,False,False
1095,False,True,False,True
1096,False,False,False,False
1097,False,False,False,False
1098,False,True,False,False
1099,False,False,False,False
1100,True,False,False,False
1101,False,False,False,False
1103,False,False,False,False
1104,False,True,False,False
1106,False,True,False,False
1107,True,True,False,False
1108,False,False,False,False
1109,False,False,False,False
1110,False,False,False,False
1111,False,False,False,False
1112,False,False,False,False
1115,False,False,False,False
1117,False,False,False,False
1118,False,False,False,False
1119,False,False,False,False
1120,False,False,False,False
1121,False,False,False,False
1122,False,False,False,False
1124,False,False,False,False
1125,False,False,False,False
1126,False,False,False,False
1128,False,True,False,False
1129,False,True,False,False
1130,False,True,False,True
1131,False,False,False,False
1132,False,True,False,True
1133,True,False,False,False
1134,False,False,False,False
1135,False,False,False,False
1137,False,True,False,False
1138,False,False,False,False
1142,False,False,False,False
1144,False,True,False,False
1148,False,True,False,False
1150,False,True,False,False
1158,True,False,False,False
1159,False,False,False,False
1160,False,True,False,False
1161,False,False,False,False
1162,False,False,False,False
1163,False,False,False,False
1164,False,False,False,False
1165,False,False,False,False
1172,False,True,False,False
1175,True,True,False,False
1177,False,True,False,False
1178,False,False,False,False
1182,True,True,False,False
1183,False,False,False,False
1185,False,True,False,False
1188,False,False,False,False
1191,False,True,False,False
1195,False,False,False,False
1208,False,False,False,False
1210,True,True,False,False
1216,False,False,False,False
1223,True,True,False,False
1224,False,False,False,False
1226,False,False,False,False
1228,False,False,False,False
1229,False,False,False,False
1231,False,False,False,False
1232,False,False,False,False
1233,False,False,False,False
1235,True,True,True,False
1236,False,False,False,False
1237,False,False,False,False
1239,False,False,False,False
1243,True,False,False,False
1244,False,False,False,False
1246,True,True,False,False
1247,False,False,False,False
1248,False,False,False,False
1254,False,True,False,False
1260,False,True,False,False
1264,False,False,False,False
1265,False,False,False,False
1269,False,True,False,False
1271,False,True,False,False
1272,True,True,False,False
1275,False,False,False,False
1276,True,True,False,False
1281,True,True,False,False
1282,False,True,False,False
1284,True,True,True,False
1286,True,True,True,False
1287,True,False,False,False
1288,False,False,False,False
1289,False,False,False,False
1290,True,False,False,False
1291,False,True,False,False
1293,False,True,False,False
1294,False,False,False,False
1295,False,False,False,False
1296,False,False,False,False
1297,False,False,False,False
1298,False,False,False,False
1301,False,False,False,False
1302,False,False,False,False
1304,False,False,False,False
1306,False,False,False,False
1307,False,False,False,False
1309,False,False,False,False
1311,False,True,False,False
1316,False,False,False,False
1321,False,True,False,False
1324,False,True,False,False
1327,True,True,False,False
1332,True,False,False,False
1335,False,False,False,False
1336,True,False,False,False
1337,False,False,False,False
1345,False,False,False,False
1347,False,True,False,False
1350,True,False,False,False
1355,False,False,False,False
1357,False,True,False,False
1359,True,False,False,False
1361,False,False,False,False
1362,False,False,False,False
1367,False,False,False,False
1369,False,False,False,False
1374,True,False,False,False
1375,False,False,False,False
1376,True,False,False,False
1378,False,True,False,False
1379,False,True,False,False
1380,False,False,False,False
1387,False,False,False,False
1388,True,True,False,False
1393,False,True,False,False
1394,False,False,False,False
1396,False,False,False,False
1397,False,True,False,False
1398,False,False,False,False
1399,False,False,False,False
1400,True,True,True,True
1401,False,True,False,False
1406,False,False,False,False
1409,False,True,False,False
1412,True,True,False,False
1414,False,False,False,False
1417,False,True,False,False
1421,False,True,False,False
1422,False,True,False,False
1423,False,False,False,False
1430,True,False,False,False
1431,False,False,False,False
1432,True,False,False,False
1433,True,False,False,False
1436,False,False,False,False
1442,True,False,False,False
1443,False,False,False,False
1446,True,True,False,False
1448,False,False,False,False
1453,False,False,False,False
1454,False,False,False,False
1456,False,False,False,False
1457,False,True,False,False
1458,False,False,False,False
1459,False,False,False,False
1462,False,False,False,False
1463,False,True,False,False
1467,False,False,False,False
1468,False,False,False,False
1469,False,False,False,False
1472,False,True,False,False
1473,False,True,False,False
1474,False,True,False,False
1489,False,True,False,False
1490,False,False,False,False
1491,False,True,False,False
1493,True,True,False,False
1494,False,False,False,False
1495,False,False,False,False
1496,False,False,False,False
1497,True,True,False,False
1498,False,False,False,False
1499,False,False,False,False
1501,True,True,False,False
1504,False,False,False,False
1507,False,True,False,False
1513,False,False,False,False
1515,False,True,False,False
1518,False,False,False,False
1519,False,False,False,False
1520,False,False,False,False
1521,False,False,False,False
1523,True,True,False,False
1524,False,False,False,False
1526,False,False,False,False
1527,False,True,False,False
1528,True,False,False,False
1530,False,False,False,False
1533,False,True,False,False
1534,False,True,False,False
1537,False,False,False,False
1545,True,False,False,False
1548,False,False,False,False
1552,False,False,False,False
1555,False,False,False,False
1557,True,True,False,False
1558,False,False,False,False
1559,False,False,False,False
1560,False,False,False,False
1561,False,False,False,False
1562,False,False,False,False
1564,False,False,False,False
1565,False,False,False,False
1567,False,True,False,False
1568,True,True,False,False
1569,False,False,False,False
1570,False,False,False,False
1572,False,False,False,False
1573,False,False,False,False
1575,False,True,False,False
1576,False,True,False,False
1577,False,False,False,False
1581,False,False,False,False
1582,False,False,False,False
1583,False,True,False,False
1586,False,False,False,False
1587,False,False,False,False
1589,True,True,False,False
1592,True,False,False,False
1593,True,True,False,False
1597,False,False,False,False
1598,False,False,False,False
1599,False,False,False,False
1600,False,False,False,False
1601,False,False,False,False
1602,False,False,False,False
1605,False,False,False,False
1608,False,True,False,False
1609,False,False,False,False
1610,True,False,False,False
1611,False,False,False,False
1612,False,False,False,False
1613,False,False,False,False
1615,False,False,False,False
1621,False,False,False,False
1635,True,False,False,False
1638,True,True,False,False
1639,False,True,False,False
1644,False,False,False,False
1645,False,False,False,False
1652,True,True,False,False
1665,False,False,False,False
1672,True,False,False,False
1683,False,True,False,False
1687,False,False,False,False
1705,False,False,False,False
1713,False,False,False,False
1714,False,True,False,False
1716,False,False,False,False
1719,False,True,False,False
1720,False,True,False,True
1726,False,True,False,False
1727,False,False,False,False
1728,False,True,False,False
1729,False,True,False,False
1731,False,False,False,False
1733,False,False,False,False
1736,False,False,False,False
1738,True,True,False,False
1739,False,True,False,False
1740,False,False,False,False
1742,False,False,False,False
1743,True,True,False,False
1745,True,False,False,False
1746,False,False,False,False
1747,False,False,False,False
1749,False,False,False,False
1750,False,False,False,False
1751,False,False,False,False
1752,False,False,False,False
1755,True,True,False,False
1757,False,False,False,False
1762,False,True,False,False
1763,False,False,False,False
1765,False,False,False,False
1766,True,True,False,False
1767,True,False,False,False
1768,False,True,False,False
1771,False,True,False,False
1775,False,False,False,False
1776,True,True,False,False
1777,False,False,False,False
1778,False,False,False,False
1784,True,True,False,False
1786,False,False,False,False
1787,False,False,False,False
1788,False,False,False,False
1789,False,False,False,False
1792,False,False,False,False
1793,False,True,False,False
1796,False,False,False,False
1802,False,False,False,False
1803,False,False,False,False
1806,False,False,False,False
1808,False,False,False,False
1809,False,True,False,False
1813,False,True,False,False
1817,False,False,False,False
1819,False,True,False,False
1827,False,False,False,False
1829,True,True,False,False
1830,False,True,False,False
1832,False,True,False,False
1833,False,False,False,False
1834,False,False,False,False
1835,False,True,False,False
1836,False,False,False,False
1840,True,True,False,False
1866,False,False,False,False
1882,False,False,False,False
1884,False,True,False,False
1886,False,True,False,False
1893,False,True,False,False
1895,False,True,False,False
1898,False,True,False,False
1899,False,True,False,False
1901,False,True,False,False
1902,True,True,False,False
1903,False,True,False,False
1904,False,True,False,False
1905,False,False,False,False
1907,True,True,False,False
1911,True,True,False,False
1912,False,True,False,False
1916,False,True,False,False
1918,False,False,False,False
1922,False,True,False,False
1926,False,False,False,False
1928,False,True,False,False
1937,False,False,False,False
1938,False,True,False,False
1946,True,True,False,True
1947,False,True,False,False
1950,True,False,False,False
1951,False,False,False,False
1952,False,False,False,False
1953,False,False,False,False
1955,True,True,False,False
1957,False,True,False,False
1960,True,False,False,False
1961,False,True,False,False
1964,False,True,False,False
1965,False,False,False,False
1966,False,False,False,False
1967,False,True,False,False
1968,False,False,False,False
1973,False,False,False,False
2052,False,False,False,False
2053,False,False,False,False
2091,True,True,False,False
2156,False,False,False,False
2237,False,False,False,False
2238,False,False,False,False
2244,False,True,False,False
2332,False,True,False,False
2335,True,False,False,False
2447,False,False,False,False
2455,True,True,False,False
2465,False,False,False,False
2469,False,False,False,False
2470,True,True,False,False
2471,False,True,False,False
2474,False,True,False,False
2475,False,False,False,False
2476,False,True,False,False
2477,False,True,False,False
2478,False,True,False,False
2482,False,False,False,False
2493,True,True,False,False
2540,True,True,False,False
2543,False,True,False,False
2547,False,False,False,False
2548,False,True,False,False
2550,False,True,False,False
2552,True,True,False,False
2553,False,False,False,False
2559,False,True,False,False
2561,True,True,False,False
2563,True,True,False,False
2565,True,True,False,False
2566,False,True,False,False
2567,False,True,False,False
2572,False,False,False,False
2574,False,True,False,False
2575,False,False,False,False
2578,False,False,False,False
2580,False,False,False,False
2583,True,True,False,False
2585,True,True,False,False
2589,False,True,False,False
2590,False,True,False,False
2591,False,False,False,False
2593,False,True,False,False
2594,False,False,False,False
2595,False,False,False,False
2601,False,False,False,False
2607,False,False,False,False
2609,False,False,False,False
2610,False,False,False,False
2622,True,False,False,False
2627,False,True,False,False
2628,False,False,False,False
2630,False,False,False,False
2632,True,True,False,False
2642,False,False,False,False
2644,False,False,False,False
2648,True,True,False,False
2655,False,True,False,False
2759,False,True,False,False
2760,True,True,False,False
2762,False,False,False,False
2767,True,False,False,False
2769,False,True,False,False
2770,False,True,False,False
2771,False,True,False,False
2776,True,True,False,False
2777,False,False,False,False
2779,False,False,False,False
2788,False,True,False,False
2804,True,True,False,False
2807,False,False,False,False
2809,False,True,False,False
2814,False,True,False,False
2817,False,False,False,False
2818,False,False,False,False
2820,True,True,False,False
2823,False,False,False,False
2825,False,False,False,False
2831,False,True,False,False
2837,False,False,False,False
2838,False,False,False,False
2845,False,True,False,False
2851,True,True,False,False
2852,True,True,False,False
2854,False,False,False,False
2859,True,True,False,False
2860,True,True,False,False
2861,False,True,False,False
2862,False,True,False,False
2864,False,False,False,False
2866,False,False,False,False
2867,False,False,False,False
2868,False,True,False,False
2871,False,False,False,False
2872,False,False,False,False
2875,False,False,False,False
2880,False,False,False,False
2882,False,False,False,False
2883,True,True,False,False
2892,False,False,False,False
2894,False,True,False,False
2895,False,False,False,False
2897,True,True,False,False
2898,True,False,False,False
2899,True,False,False,False
2901,False,True,False,False
2902,False,True,False,False
2904,False,True,False,False
2905,True,False,False,False
2907,False,True,False,False
2909,False,True,False,False
2911,True,True,False,False
2912,False,False,False,False
2914,True,True,False,False
2915,True,True,False,False
2921,False,True,False,False
2923,True,True,False,False
2928,False,True,False,False
2929,False,False,False,False
2934,False,False,False,False
2936,False,True,False,False
2937,False,False,False,False
2938,False,False,False,False
2939,False,False,False,False
2940,False,False,False,False
2948,False,True,False,False
2949,False,False,False,False
2950,False,True,False,False
2951,False,True,False,False
2956,False,True,False,False
2960,False,True,False,False
2961,False,True,False,False
2963,True,True,False,False
2966,False,False,False,False
2969,True,True,False,False
2970,False,False,False,False
2972,False,True,False,False
2975,False,True,False,False
2982,False,False,False,False
2983,False,False,False,False
2985,False,True,False,False
2986,False,False,False,False
2987,False,True,False,False
2988,True,False,False,False
2989,False,True,False,False
2990,False,False,False,False
2991,False,False,False,False
2992,False,True,False,False
2993,False,False,False,False
2995,False,True,False,False
2996,True,True,False,False
2997,False,True,False,False
2999,False,False,False,False
3000,False,False,False,False
3001,False,False,False,False
3009,True,False,True,False
3012,True,True,False,False
3018,False,True,False,False
3019,False,False,False,False
3023,True,True,False,False
3028,False,True,False,False
3029,False,False,False,False
3031,False,False,False,False
3033,False,False,False,False
3034,False,False,False,False
3039,True,True,False,False
3042,False,True,False,False
3043,False,False,False,False
3045,True,False,False,False
3047,True,True,False,False
3048,False,False,False,False
3049,True,True,False,False
3052,False,False,False,False
3055,False,False,False,False
3058,False,False,False,False
3065,True,False,False,False
3069,False,False,False,False
3077,False,False,False,False
3078,False,False,False,False
3079,False,False,False,False
3081,False,False,False,False
3082,True,True,False,False
3085,False,True,False,False
3086,False,True,False,False
3091,False,False,False,False
3092,False,False,False,False
3093,False,True,False,False
3101,False,False,False,False
3103,True,True,False,False
3104,True,False,False,False
3108,False,False,False,False
3109,True,True,False,False
3110,True,True,False,False
3112,True,True,False,False
3116,True,True,False,False
3117,True,True,False,False
3120,True,True,True,False
3121,True,True,False,False
3123,False,False,False,False
3129,False,True,False,False
3137,True,False,False,False
3138,False,True,False,False
3141,False,False,False,False
3142,False,False,False,False
3143,False,False,False,False
3144,False,False,False,False
3147,False,False,False,False
3172,False,False,False,False
3175,True,True,True,True
3185,True,True,True,False
3186,True,True,False,True
3188,True,True,False,True
3189,True,True,False,False
3190,True,False,False,False
3191,True,True,False,True
3192,False,False,False,False
3193,True,False,False,False
3194,True,True,False,False
3195,True,True,False,False
3196,False,False,False,False
3197,True,False,False,False
3198,True,True,False,False
3199,True,False,False,False
3200,True,True,False,False
3202,True,True,True,False
3204,True,True,False,False
3205,True,False,False,False
3206,True,True,False,True
3207,True,True,False,False
3208,True,True,False,False
3209,True,True,False,False
3212,True,True,False,False
3215,True,True,False,False
3220,False,False,False,False
3222,True,False,False,False
3223,True,True,False,False
3224,True,False,False,False
3225,True,True,False,False
3226,True,False,False,False
3227,False,False,False,False
3228,True,True,False,False
3229,True,False,False,False
3230,True,False,False,False
3231,True,True,False,False
3232,False,True,False,False
3234,True,True,False,False
3235,True,True,False,False
3237,True,True,False,False
3238,True,False,False,False
3239,True,False,False,False
3240,True,True,False,False
3241,True,True,False,False
3242,True,False,False,False
3243,True,True,False,False
3244,True,True,False,False
3245,True,True,False,False
3246,True,False,False,False
3247,True,True,False,False
3248,True,True,False,False
3250,True,True,False,False
3251,True,False,False,False
3253,True,True,False,False
3254,True,False,False,False
3255,True,True,False,False
3256,True,True,False,False
3257,True,True,False,False
3258,True,True,True,False
3259,True,False,False,False
3260,True,True,False,False
3261,False,True,False,False
3262,True,True,False,False
3263,False,False,False,False
3264,True,False,False,False
3265,False,False,False,False
3267,True,True,False,False
3268,True,False,False,False
3270,False,False,False,False
3271,True,True,False,False
3272,False,False,False,True
3273,False,True,False,False
3274,False,False,False,True
3275,True,True,False,False
3276,False,True,False,False
3277,True,True,False,False
3278,True,True,True,False
3279,True,True,False,False
3280,False,True,False,False
3282,True,True,False,False
3283,True,True,False,False
3284,True,True,False,False
3292,True,True,False,True
3293,True,True,False,False
3294,True,True,False,False
3297,True,True,False,False
3298,True,True,False,False
3299,True,True,False,False
3300,True,True,False,False
3301,True,True,False,False
3303,True,False,False,False
3305,True,True,False,True
3306,True,True,False,False
3307,True,True,False,False
3308,True,True,False,False
3309,True,True,False,False
3310,True,True,False,False
3311,True,True,False,False
3312,True,True,False,False
3313,True,True,False,False
3314,True,True,False,False
3315,True,True,False,False
3316,True,True,False,False
3317,True,True,False,False
3318,True,True,False,False
3319,False,True,False,False
3320,True,True,False,False
3321,True,True,False,False
3322,True,True,False,False
3323,True,True,False,False
3324,True,True,False,False
3325,True,True,False,False
3326,True,True,False,False
3327,True,True,False,False
3328,True,True,False,False
3329,True,True,False,False
3330,True,True,False,False
3331,True,True,False,False
3332,True,True,False,False
3333,True,True,False,False
3334,True,True,False,False
3335,False,False,False,False
3348,False,False,False,False
3349,False,False,False,False
3350,False,False,False,False
3352,True,True,False,False
3353,True,False,False,False
3354,False,False,False,False
3358,True,True,False,False
3371,True,True,False,False
3376,True,True,False,False
3377,False,True,False,False
3380,False,True,False,False
3382,False,False,False,False
3449,False,False,False,False
3623,False,False,False,False
3668,True,True,True,False
3671,False,False,False,False
3693,False,False,False,False
3782,False,False,False,False
3783,False,False,False,False
3841,True,True,True,True
4441,True,True,False,False
4450,True,True,False,False
4480,True,True,True,True
4499,True,True,True,True
4858,True,True,False,False
4873,False,False,False,False
